Source_File,Id,Timestamp,Prev Signal Value,Changepoint Value,Next Signal Value,Changepoint Significance,Average Signal Over Window
33,190,11.4114114114114,2264.4,2047.95,1848.15,0.29615384615384616,2220.0
33,191,11.4714714714715,2047.95,1848.15,1315.35,0.3346153846153846,2047.95
33,192,11.5315315315315,1848.15,1315.35,1748.25,0.3769230769230769,1848.15
33,242,14.5345345345345,1648.35,1332.0,1265.4,0.28076923076923077,1454.211
33,276,16.5765765765766,1332.0,1115.55,715.95,0.46153846153846156,1424.0647058823529
33,277,16.6366366366366,1115.55,715.95,582.75,0.6307692307692307,1115.55
33,378,22.7027027027027,849.15,566.1,599.4,0.2846153846153846,739.8534653465347
33,380,22.8228228228228,599.4,432.9,532.8,0.5307692307692308,582.75
33,568,34.1141141141141,333.0,133.2,99.9,0.27307692307692305,360.986170212766
33,998,59.9399399399399,249.75,233.1,149.85,0.0,199.21918604651162
34,13,0.780780780780781,6210.45,5661.0,5661.0,0.2674897119341564,5905.626923076923
34,25,1.5015015015015,5777.55,4578.75,5094.9,0.2674897119341564,5774.775000000001
34,27,1.62162162162162,5094.9,4245.75,4162.5,1.0,4836.825
34,29,1.74174174174174,4162.5,3663.0,3263.4,0.32098765432098764,4204.125
34,74,4.44444444444444,3479.85,2580.75,2181.15,0.654320987654321,3494.65
34,75,4.5045045045045,2580.75,2181.15,1864.8,0.3662551440329218,2580.75
34,103,6.18618618618619,1731.6,1398.6,1648.35,0.6419753086419753,1662.0267857142858
34,141,8.46846846846847,1398.6,1098.9,865.8,0.6748971193415638,1562.4710526315787
34,142,8.52852852852853,1098.9,865.8,599.4,0.49382716049382713,1098.9
34,202,12.1321321321321,915.75,715.95,882.45,0.21810699588477367,775.0575
34,231,13.8738738738739,649.35,499.5,449.55,0.720164609053498,756.1396551724138
34,232,13.9339339339339,499.5,449.55,333.0,0.448559670781893,499.5
34,325,19.5195195195195,516.15,316.35,283.05,0.24279835390946503,370.77580645161294
34,349,20.960960960961,366.3,233.1,382.95,0.3497942386831276,365.60625
34,408,24.5045045045045,333.0,183.15,166.5,0.4732510288065844,278.2525423728814
34,998,59.9399399399399,199.8,199.8,133.2,0.0,198.2478813559322
35,19,1.14114114114114,6077.25,6926.4,6177.15,0.34507042253521125,6323.494736842105
35,22,1.32132132132132,6543.45,6926.4,6360.3,0.2676056338028169,6549.0
35,29,1.74174174174174,6959.7,6293.7,6826.5,0.16901408450704225,6814.607142857142
35,40,2.4024024024024,6876.45,5760.9,6110.55,0.2852112676056338,6628.2136363636355
35,46,2.76276276276276,5977.35,7559.1,6510.15,0.36619718309859156,6240.975000000001
35,69,4.14414414414414,6676.65,5894.1,5977.35,0.8943661971830986,6568.786956521738
35,123,7.38738738738739,5644.35,4345.65,3646.35,0.5633802816901409,5560.791666666664
35,124,7.44744744744745,4345.65,3646.35,3080.25,0.43661971830985913,4345.65
35,143,8.58858858858859,3446.55,3030.3,3096.9,0.3345070422535211,3293.1947368421056
35,163,9.78978978978979,2713.95,3046.95,3346.65,0.22887323943661972,2990.3399999999997
35,197,11.8318318318318,2863.8,2097.9,1698.3,0.823943661971831,3017.0779411764706
35,198,11.8918918918919,2097.9,1698.3,1831.5,0.16901408450704225,2097.9
35,226,13.5735735735736,1881.45,1431.9,1398.6,0.22183098591549297,1700.6785714285713
35,310,18.6186186186186,1248.75,815.85,499.5,1.0,1642.6017857142856
35,458,27.5075075075075,499.5,349.65,166.5,0.6619718309859155,569.25
35,998,59.9399399399399,233.1,199.8,133.2,0.0,205.3191666666667
36,15,0.900900900900901,6177.15,6360.3,6360.3,0.2692307692307692,6204.9
36,33,1.98198198198198,6460.2,5344.65,5328.0,0.22692307692307692,6428.749999999999
36,35,2.1021021021021,5328.0,4029.3,3629.7,0.8923076923076924,5336.325
36,76,4.56456456456456,3063.6,2530.8,2730.6,0.4269230769230769,3051.417073170732
36,89,5.34534534534535,2397.6,2047.95,2081.25,0.9461538461538461,2767.7423076923073
36,142,8.52852852852853,1332.0,1798.2,1748.25,0.6115384615384616,1610.9660377358493
36,185,11.1111111111111,1814.85,1531.8,1481.85,0.2923076923076923,1713.401162790698
36,194,11.6516516516517,1398.6,865.8,882.45,1.0,1507.75
36,227,13.6336336336336,516.15,899.1,732.6,0.2153846153846154,784.0636363636364
36,262,15.7357357357357,882.45,599.4,715.95,0.35,806.3357142857142
36,311,18.6786786786787,765.9,666.0,649.35,0.27307692307692305,771.3367346938777
36,320,19.2192192192192,582.75,482.85,399.6,0.21923076923076923,608.65
36,321,19.2792792792793,482.85,399.6,532.8,0.18461538461538463,482.85
36,323,19.3993993993994,532.8,382.95,283.05,0.45,466.2
36,504,30.2702702702703,266.4,149.85,283.05,0.5153846153846153,297.40027624309397
36,998,59.9399399399399,266.4,166.5,266.4,0.0,198.2158906882591
37,14,0.840840840840841,4595.4,5111.55,4795.2,0.31272727272727274,4771.414285714286
37,31,1.86186186186186,4678.65,4129.2,4495.5,1.0,4909.791176470587
37,60,3.6036036036036,4162.5,3996.0,3696.3,0.18545454545454546,4146.424137931033
37,77,4.62462462462462,3729.6,3130.2,3063.6,0.8581818181818182,4002.8558823529415
37,80,4.8048048048048,2997.0,2797.2,2264.4,0.19272727272727272,3063.6
37,92,5.52552552552553,2963.7,2314.35,2863.8,0.16727272727272727,2694.525
37,132,7.92792792792793,2430.9,2264.4,2281.05,0.17454545454545456,2589.49125
37,135,8.10810810810811,2347.65,2014.65,2131.2,0.6836363636363636,2297.7000000000003
37,183,10.990990990991,1581.75,2081.25,1848.15,0.37454545454545457,1905.3843749999999
37,195,11.7117117117117,1931.4,1631.7,1515.15,0.7090909090909091,2043.7875000000001
37,202,12.1321321321321,1681.65,1415.25,1415.25,0.1709090909090909,1714.9500000000003
37,263,15.7957957957958,1531.8,1048.95,949.05,0.8581818181818182,1547.0852459016394
37,264,15.8558558558559,1048.95,949.05,666.0,0.17454545454545456,1048.95
37,373,22.4024024024024,699.3,416.25,582.75,0.19272727272727272,635.6022935779816
37,416,24.984984984985,616.05,366.3,133.2,0.8145454545454546,625.3430232558139
37,998,59.9399399399399,199.8,216.45,183.15,0.0,196.22396907216495
38,7,0.42042042042042,4928.4,5710.95,5877.45,0.20503597122302158,5396.978571428571
38,15,0.900900900900901,5794.2,5028.3,5544.45,0.6330935251798561,5754.65625
38,31,1.86186186186186,5144.85,4329.0,4628.7,1.0,5370.665625
38,48,2.88288288288288,4878.45,3929.4,4312.35,0.29136690647482016,4354.464705882353
38,74,4.44444444444444,4079.25,4495.5,4312.35,0.2517985611510791,4150.973076923077
38,109,6.54654654654655,3746.25,3396.6,2780.55,0.841726618705036,4305.214285714285
38,110,6.60660660660661,3396.6,2780.55,2397.6,0.17985611510791366,3396.6
38,134,8.04804804804805,2514.15,2947.05,2514.15,0.17985611510791366,2633.475
38,140,8.40840840840841,3446.55,2364.3,2497.5,0.19784172661870503,2924.8500000000004
38,191,11.4714714714715,2697.3,2347.65,2830.5,0.21942446043165467,2676.0794117647056
38,223,13.3933933933934,2347.65,1748.25,1848.15,0.9244604316546763,2566.7015625000004
38,340,20.4204204204204,1282.05,949.05,899.1,0.8237410071942446,1385.0807692307687
38,439,26.3663663663664,599.4,815.85,832.5,0.24100719424460432,719.9863636363638
38,474,28.4684684684685,666.0,549.45,299.7,0.6834532374100719,818.2285714285713
38,688,41.3213213213213,416.25,249.75,316.35,0.35251798561151076,388.8630841121496
38,998,59.9399399399399,183.15,216.45,149.85,0.0,208.17870967741936
39,9,0.540540540540541,5661.0,6809.85,6360.3,0.403921568627451,6142.0
39,26,1.56156156156156,5760.9,4761.9,4512.15,1.0,6297.617647058823
39,64,3.84384384384384,4378.95,3646.35,3529.8,0.8274509803921568,4525.294736842105
39,65,3.9039039039039,3646.35,3529.8,3563.1,0.2823529411764706,3646.35
39,67,4.02402402402402,3563.1,3213.45,3180.15,0.2823529411764706,3546.45
39,120,7.20720720720721,3363.3,2963.7,2880.45,0.3137254901960784,3084.9622641509427
39,121,7.26726726726727,2963.7,2880.45,2797.2,0.2235294117647059,2963.7
39,149,8.94894894894895,3146.85,2747.25,2730.6,0.2549019607843137,2980.9446428571428
39,181,10.8708708708709,2547.45,2164.5,1598.4,0.5803921568627451,2988.675
39,182,10.9309309309309,2164.5,1598.4,1315.35,0.5333333333333333,2164.5
39,192,11.5315315315315,1448.55,1082.25,1332.0,0.39215686274509803,1405.2599999999998
39,224,13.4534534534535,882.45,1282.05,1415.25,0.25098039215686274,1210.246875
39,262,15.7357357357357,1115.55,782.55,732.6,0.9098039215686274,1286.869736842105
39,355,21.3213213213213,899.1,549.45,549.45,0.7333333333333333,706.8193548387098
39,453,27.2072072072072,532.8,316.35,216.45,0.6431372549019608,501.36887755102043
39,998,59.9399399399399,366.3,183.15,233.1,0.0,201.60247706422018
4,6,0.36036036036036,206493.3,211721.4,214168.95,0.31851851851851853,204242.77500000002
4,7,0.42042042042042,211721.4,214168.95,214501.95,0.2,211721.4
4,28,1.68168168168168,190242.9,134265.6,113136.75,0.8,214049.2285714286
4,29,1.74174174174174,134265.6,113136.75,113719.5,0.21481481481481482,134265.6
4,54,3.24324324324324,104528.7,98185.05,93556.35,0.9148148148148149,108055.17
4,89,5.34534534534535,93323.25,91458.45,93223.35,0.337037037037037,94367.91857142858
4,127,7.62762762762763,89826.75,82633.95,75341.25,0.35185185185185186,91266.53684210526
4,128,7.68768768768769,82633.95,75341.25,73459.8,0.6925925925925925,82633.95
4,172,10.3303303303303,58058.55,50366.25,45720.9,0.7518518518518519,71833.77613636362
4,208,12.4924924924925,32034.6,25674.3,21095.55,1.0,42790.5
4,306,18.3783783783784,18914.4,15684.3,14751.9,0.15555555555555556,18791.054081632654
4,307,18.4384384384384,15684.3,14751.9,13369.95,0.6814814814814815,15684.3
4,396,23.7837837837838,10506.15,9140.85,8025.3,0.774074074074074,11919.155056179774
4,485,29.1291291291291,6826.5,6476.85,5661.0,0.37777777777777777,8072.069662921348
4,546,32.7927927927928,4512.15,3729.6,2897.1,0.674074074074074,5502.415573770492
4,998,59.9399399399399,732.6,699.3,649.35,0.0,1278.32953539823
40,18,1.08108108108108,6410.25,5944.05,6277.05,0.2923728813559322,6376.950000000001
40,29,1.74174174174174,6060.6,5311.35,5994.0,0.8559322033898306,6118.118181818182
40,57,3.42342342342342,5228.1,5994.0,5760.9,0.4067796610169492,5568.830357142857
40,60,3.6036036036036,5511.15,6210.45,6227.1,0.3686440677966102,5755.349999999999
40,85,5.10510510510511,5411.25,4462.2,4112.55,0.559322033898305,5770.89
40,86,5.16516516516517,4462.2,4112.55,4079.25,0.6271186440677966,4462.2
40,88,5.28528528528529,4079.25,3213.45,3546.45,0.2542372881355932,4095.9
40,136,8.16816816816817,3146.85,3862.8,3263.4,0.4661016949152542,3128.8125
40,161,9.66966966966967,2597.4,2231.1,1964.7,0.6101694915254238,3180.1499999999996
40,162,9.72972972972973,2231.1,1964.7,1548.45,0.3940677966101695,2231.1
40,234,14.0540540540541,1448.55,1165.5,1082.25,0.2711864406779661,1439.06875
40,294,17.6576576576577,1332.0,899.1,699.3,1.0,1428.2925
40,469,28.1681681681682,616.05,382.95,499.5,0.2796610169491525,585.9848571428572
40,472,28.3483483483483,482.85,366.3,166.5,0.5677966101694916,455.1000000000001
40,627,37.6576576576577,266.4,233.1,266.4,0.2330508474576271,295.51064516129037
40,998,59.9399399399399,266.4,149.85,316.35,0.0,204.6469002695418
41,34,2.04204204204204,5527.8,4412.25,5011.65,0.9548872180451128,6064.02794117647
41,55,3.3033033033033,3996.0,4878.45,4528.8,0.15789473684210525,4587.471428571429
41,77,4.62462462462462,5094.9,4478.85,4412.25,0.16165413533834586,4685.461363636364
41,87,5.22522522522523,5011.65,4245.75,4345.65,0.3082706766917293,4600.395
41,92,5.52552552552553,4612.05,3629.7,4079.25,0.9774436090225563,4319.01
41,104,6.24624624624625,3246.75,3679.65,3729.6,0.13533834586466165,3500.6625000000004
41,111,6.66666666666667,3379.95,3429.9,3563.1,0.20300751879699247,3629.7000000000003
41,113,6.78678678678679,3563.1,3246.75,3479.85,0.14285714285714285,3496.5
41,140,8.40840840840841,3180.15,3579.75,3812.85,0.2556390977443609,3444.0833333333335
41,180,10.8108108108108,3213.45,2397.6,2231.1,0.9774436090225563,3574.7549999999997
41,232,13.9339339339339,2214.45,1798.2,2131.2,0.16917293233082706,2110.0673076923076
41,247,14.8348348348348,1831.5,2397.6,1814.85,0.19548872180451127,1962.4800000000002
41,280,16.8168168168168,1998.0,1298.7,1198.8,0.9661654135338346,2075.1954545454546
41,413,24.8048048048048,765.9,516.15,532.8,1.0,949.3003759398497
41,537,32.2522522522523,349.65,183.15,116.55,0.2857142857142857,319.7068548387097
41,998,59.9399399399399,66.6,233.1,216.45,0.0,203.5922993492408
42,9,0.540540540540541,6476.85,5661.0,6010.65,0.47692307692307695,6190.1
42,69,4.14414414414414,5710.95,4911.75,5477.85,0.9076923076923077,5977.35
42,80,4.8048048048048,5710.95,5061.6,4895.1,0.27692307692307694,5206.909090909091
42,137,8.22822822822823,4895.1,5228.1,5328.0,0.38846153846153847,5000.8421052631575
42,160,9.60960960960961,4395.6,3479.85,3529.8,1.0,5060.876086956522
42,165,9.90990990990991,3429.9,3063.6,3030.3,0.23461538461538461,3409.9200000000005
42,204,12.2522522522523,3313.35,2580.75,2863.8,0.65,3087.0807692307694
42,252,15.1351351351351,3130.2,2564.1,2264.4,0.20384615384615384,3028.21875
42,253,15.1951951951952,2564.1,2264.4,1981.35,0.36923076923076925,2564.1
42,254,15.2552552552553,2264.4,1981.35,1431.9,0.5576923076923077,2264.4
42,255,15.3153153153153,1981.35,1431.9,1232.1,0.23076923076923078,1981.35
42,291,17.4774774774775,1598.4,1198.8,1098.9,0.36923076923076925,1368.5375000000001
42,361,21.6816816816817,1065.6,782.55,499.5,0.7076923076923077,1307.262857142857
42,362,21.7417417417417,782.55,499.5,399.6,0.38461538461538464,782.55
42,463,27.8078078078078,366.3,199.8,216.45,0.27692307692307694,312.39356435643566
42,998,59.9399399399399,283.05,116.55,233.1,0.0,199.27093457943926
43,18,1.08108108108108,5877.45,5094.9,3846.15,0.4358974358974359,5974.575000000001
43,19,1.14114114114114,5094.9,3846.15,4329.0,0.9692307692307692,5094.9
43,56,3.36336336336336,4345.65,3812.85,3829.5,0.36923076923076925,4211.099999999999
43,59,3.54354354354354,3613.05,3446.55,3130.2,0.49743589743589745,3751.8000000000006
43,60,3.6036036036036,3446.55,3130.2,2897.1,0.41025641025641024,3446.55
43,102,6.12612612612613,3263.4,2880.45,2880.45,0.5333333333333333,3080.2499999999995
